date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:29:03	27472/27472	---MCZ	200	added ('OK')	text/css	etag:W/%22634a4690-6b50%22	https://htmldemo.net/kidschool/kidschool/css/font-awesome.min.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/font-awesome.min.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:04	115116/115116	---MCZ	200	added ('OK')	text/css	etag:W/%22634a4693-1c1ac%22	https://htmldemo.net/kidschool/kidschool/css/icofont.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/icofont.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:04	3674/3674	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e7-e5a%22	https://htmldemo.net/kidschool/kidschool/css/plugins/meanmenu.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/meanmenu.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:04	74098/74098	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e4-12172%22	https://htmldemo.net/kidschool/kidschool/css/plugins/animate.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/animate.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:05	16827/16827	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e6-41bb%22	https://htmldemo.net/kidschool/kidschool/css/plugins/jquery-ui.min.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/jquery-ui.min.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:05	4830/4830	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e7-12de%22	https://htmldemo.net/kidschool/kidschool/css/plugins/owl.carousel.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/owl.carousel.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:05	39954/39954	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f0-9c12%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/default.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/default.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:05	1327/1327	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e9-52f%22	https://htmldemo.net/kidschool/kidschool/css/plugins/slick.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/slick.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:06	5204/5204	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46e6-1454%22	https://htmldemo.net/kidschool/kidschool/css/plugins/magnific-popup.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/plugins/magnific-popup.css	(from https://htmldemo.net/kidschool/kidschool/css/core.css)
09:29:06	7551/7551	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f4-1d7f%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/header.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/header.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:06	5767/5767	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f7-1687%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/slider.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/slider.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:07	2863/2863	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f2-b2f%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/footer.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/footer.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:07	1335/1335	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46ec-537%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/activity.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/activity.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:07	2606/2606	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f4-a2e%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/gallery.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/gallery.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:07	557/557	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f2-22d%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/fun.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/fun.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:08	3660/3660	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f7-e4c%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/teacher.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/teacher.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
09:29:09	4488/4488	---MCZ	200	added ('OK')	text/css	etag:W/%22634a46f0-1188%22	https://htmldemo.net/kidschool/kidschool/css/shortcode/events.css	D:/template/sembarang/htmldemo.net/kidschool/kidschool/css/shortcode/events.css	(from https://htmldemo.net/kidschool/kidschool/css/shortcode/shortcodes.css)
